restaurant_id,number_of_items,cuisine_type,order_hour,day_of_week,restaurant_load,historical_avg_prep_time,food_preparation_time
1012,6,Fast Food,19,Fri,Medium,13,31.3
1067,4,Indian,9,Tue,High,11,30.6
1065,6,South Indian,9,Wed,Medium,22,39.6
1033,6,Fast Food,16,Thu,High,23,36.4
1040,3,South Indian,22,Sat,Low,26,29.8
1074,4,Fast Food,21,Tue,Low,20,26.7
1043,8,Italian,17,Tue,High,12,34.6
1044,2,Italian,10,Sat,Medium,16,26.1
1029,6,Italian,22,Sun,Medium,19,31.1
1013,5,Chinese,17,Thu,Medium,20,33.5
1012,5,Fast Food,11,Tue,Medium,19,27.1
1095,2,Chinese,17,Mon,Medium,17,27.1
1046,5,South Indian,19,Thu,Low,14,28.7
1002,1,Chinese,15,Mon,Medium,11,16.3
1035,6,South Indian,11,Fri,High,24,45.5
1087,2,South Indian,18,Sat,Medium,25,37.3
1081,4,South Indian,17,Thu,Medium,13,21.7
1090,6,Chinese,17,Sun,Medium,25,43.4
1008,2,Fast Food,20,Thu,High,21,38.1
1093,3,Chinese,14,Wed,Medium,23,38.4
1026,8,Fast Food,12,Wed,Medium,21,31.9
1074,4,Fast Food,16,Sat,High,30,40.8
1090,8,South Indian,11,Sun,High,25,46.0
1034,3,Chinese,10,Thu,Medium,25,28.3
1007,6,Fast Food,20,Fri,Medium,21,34.3
1068,4,Italian,9,Sun,Medium,11,25.7
1058,8,Fast Food,8,Tue,Medium,23,33.5
1075,5,Italian,18,Sat,High,20,39.9
1029,8,Chinese,13,Sun,High,18,46.5
1036,2,Chinese,17,Sat,Low,16,17.9
1089,6,Chinese,9,Sun,Medium,21,38.3
1021,1,Fast Food,15,Wed,Medium,26,28.8
1036,8,Indian,13,Fri,High,18,46.9
1010,4,Fast Food,19,Sat,Medium,15,32.6
1073,4,Fast Food,19,Fri,Medium,21,32.7
1024,7,South Indian,12,Sat,Low,29,46.3
1064,8,South Indian,20,Wed,Medium,19,41.5
1099,6,Fast Food,9,Tue,Low,18,25.8
1049,6,Italian,14,Wed,High,21,42.6
1099,3,South Indian,9,Sat,High,10,28.9
1036,7,Fast Food,20,Fri,Medium,11,27.6
1082,8,Indian,21,Mon,Medium,28,56.7
1096,5,Italian,12,Wed,High,10,28.2
1024,3,Chinese,9,Fri,Low,25,35.6
1023,7,Fast Food,18,Sun,Low,25,37.2
1062,8,Fast Food,17,Sun,High,27,45.7
1096,8,Italian,18,Wed,High,27,54.8
1037,3,South Indian,18,Sat,High,22,35.2
1012,5,South Indian,9,Sun,Low,21,28.7
1055,7,South Indian,22,Fri,Low,18,33.5
1013,8,Chinese,14,Tue,Low,14,34.4
1023,8,Italian,16,Fri,Low,18,33.6
1089,7,Italian,12,Sun,High,22,46.1
1099,1,South Indian,14,Sun,Low,25,36.3
1030,3,South Indian,11,Thu,Medium,19,26.6
1017,3,Indian,9,Mon,Low,25,33.0
1062,4,Indian,10,Sat,Medium,23,35.8
1084,5,Fast Food,9,Fri,High,11,23.8
1089,2,Fast Food,12,Sun,Low,28,30.1
1086,1,Italian,13,Sat,Medium,20,36.4
1013,7,Italian,22,Wed,Medium,28,46.6
1059,7,Chinese,22,Wed,Low,20,31.6
1019,7,Chinese,14,Fri,Medium,23,45.5
1049,1,Indian,10,Thu,Medium,24,34.7
1100,8,Fast Food,11,Sun,Medium,16,27.9
1012,7,Indian,15,Fri,High,24,47.1
1061,7,Indian,11,Tue,Medium,17,36.2
1019,5,Fast Food,14,Thu,Low,13,19.2
1076,6,Chinese,19,Sun,Medium,27,52.6
1009,6,Fast Food,13,Sun,Low,23,38.6
1071,4,South Indian,14,Sat,Medium,30,51.2
1028,4,South Indian,8,Fri,Medium,27,43.7
1078,7,South Indian,10,Sun,Low,13,28.6
1095,5,Italian,13,Sat,High,11,37.2
1052,7,Chinese,23,Sun,High,30,57.4
1083,4,Chinese,10,Mon,High,15,29.4
1016,1,Italian,23,Thu,Medium,20,28.2
1069,1,Indian,22,Fri,Medium,10,20.9
1099,8,South Indian,21,Mon,High,24,53.9
1012,2,South Indian,22,Fri,Medium,21,31.8
1025,6,Indian,23,Tue,High,27,48.0
1052,5,Fast Food,23,Wed,Low,14,20.1
1085,3,Fast Food,21,Sat,Low,20,28.7
1100,6,Chinese,14,Fri,High,30,55.6
1053,3,Italian,16,Thu,High,28,44.2
1023,2,Chinese,10,Fri,High,10,24.2
1016,2,Fast Food,21,Fri,High,26,38.5
1057,7,Indian,8,Fri,Low,17,27.3
1039,4,Chinese,17,Sun,Low,25,35.7
1053,2,South Indian,22,Fri,High,20,32.7
1042,2,South Indian,20,Sun,Low,28,38.5
1058,3,Indian,13,Thu,Medium,20,37.7
1039,4,Fast Food,19,Thu,Medium,24,34.8
1014,2,South Indian,8,Fri,Low,17,18.8
1095,6,South Indian,8,Sun,Low,23,40.0
1005,8,Italian,21,Wed,Medium,10,41.2
1035,2,Chinese,15,Fri,High,19,34.2
1087,8,Fast Food,16,Sat,Medium,16,30.7
1093,4,Chinese,9,Sat,Medium,27,41.9
1075,7,Fast Food,16,Thu,Medium,21,33.1
1018,5,South Indian,12,Sat,Low,11,24.0
1076,4,Italian,20,Sat,Low,27,43.8
1009,3,Chinese,15,Tue,Medium,30,41.2
1074,5,South Indian,14,Fri,Low,16,34.4
1058,6,Fast Food,14,Fri,Low,29,34.3
1017,1,Chinese,23,Fri,Medium,21,25.3
1007,8,Chinese,11,Fri,Medium,29,50.3
1046,8,South Indian,9,Mon,Low,23,36.3
1013,8,Chinese,12,Fri,Medium,19,39.2
1040,4,Italian,23,Sun,Medium,18,32.6
1042,8,Italian,21,Thu,Low,24,49.1
1009,7,South Indian,18,Sun,High,29,56.1
1050,8,Fast Food,18,Thu,Low,19,29.3
1027,3,South Indian,10,Mon,High,28,46.4
1066,6,Italian,22,Fri,Low,28,40.7
1005,8,Indian,21,Wed,High,21,51.6
1029,8,Indian,16,Sun,Low,21,44.8
1037,5,Chinese,13,Fri,High,18,36.8
1038,6,Chinese,8,Thu,Medium,29,44.3
1083,8,Indian,10,Sun,Medium,13,37.5
1008,4,Italian,19,Tue,Medium,10,26.5
1065,2,Chinese,11,Sat,Low,25,29.4
1086,7,South Indian,23,Tue,High,10,30.4
1017,4,South Indian,16,Wed,Low,22,23.7
1071,1,Italian,18,Fri,High,12,28.5
1089,4,Chinese,13,Mon,Low,21,38.0
1045,5,South Indian,11,Fri,Medium,18,30.2
1004,5,Chinese,8,Wed,Medium,13,25.1
1036,8,Chinese,15,Wed,Medium,11,25.0
1070,4,South Indian,21,Sat,Low,18,30.2
1031,5,Indian,18,Wed,High,29,53.4
1019,2,South Indian,9,Tue,High,22,33.6
1061,6,Italian,18,Sat,High,23,45.3
1054,4,Fast Food,22,Fri,Medium,12,18.3
1039,7,South Indian,18,Sun,Medium,27,44.0
1091,2,Chinese,15,Fri,Medium,18,20.9
1074,8,Chinese,13,Mon,Low,24,42.5
1090,6,South Indian,15,Wed,High,19,34.7
1019,7,Fast Food,13,Wed,Medium,26,43.9
1039,8,South Indian,12,Thu,Medium,22,42.2
1067,7,Fast Food,12,Sat,Medium,10,22.5
1045,8,Fast Food,21,Thu,Medium,20,39.0
1013,7,Italian,21,Sat,High,14,44.6
1092,6,Chinese,17,Tue,Medium,18,30.6
1058,2,Chinese,17,Sat,Medium,16,19.8
1020,7,Fast Food,18,Fri,High,16,29.5
1092,7,Chinese,15,Mon,Medium,11,25.3
1072,3,Indian,14,Sun,Low,28,43.8
1061,4,Fast Food,15,Sat,Low,29,34.9
1039,6,Chinese,19,Sat,Low,27,49.5
1001,8,Indian,15,Sat,Medium,19,39.3
1003,6,Italian,14,Mon,High,14,37.3
1077,5,Chinese,9,Wed,Medium,25,36.1
1092,8,Indian,18,Mon,Medium,14,33.8
1062,6,South Indian,22,Wed,High,24,43.5
1063,2,South Indian,23,Sun,High,25,40.9
1025,8,Indian,16,Fri,Medium,13,27.8
1056,8,Fast Food,20,Mon,Low,23,41.0
1033,6,Fast Food,14,Wed,Low,26,38.2
1038,8,Chinese,19,Fri,Low,26,48.0
1006,3,South Indian,18,Fri,Low,30,27.2
1058,4,Fast Food,22,Wed,Low,25,29.7
1044,8,Fast Food,13,Wed,Medium,18,33.4
1045,4,South Indian,23,Tue,Low,11,15.8
1032,6,Italian,16,Fri,Low,20,36.1
1045,7,Fast Food,20,Wed,Low,24,38.6
1061,1,Indian,8,Fri,Medium,12,17.8
1047,1,Chinese,18,Mon,Medium,25,33.2
1021,7,Fast Food,23,Sun,Medium,30,45.7
1080,7,Fast Food,9,Thu,Low,28,34.4
1085,7,Italian,20,Thu,Medium,15,39.0
1075,2,Indian,23,Sat,Low,23,30.5
1036,1,Chinese,8,Wed,Low,14,17.0
1099,7,Fast Food,17,Wed,High,14,31.7
1019,2,Chinese,19,Fri,High,15,34.1
1020,5,South Indian,10,Sat,Medium,27,47.8
1057,8,Fast Food,18,Wed,High,27,48.2
1018,2,Fast Food,12,Fri,Medium,28,33.6
1047,1,South Indian,8,Wed,Low,11,10.2
1049,6,Italian,11,Fri,High,26,42.2
1014,5,Fast Food,21,Wed,Low,10,18.4
1015,1,Chinese,20,Tue,Medium,18,27.3
1031,8,Indian,15,Sun,Low,22,43.2
1001,2,Chinese,13,Fri,Medium,13,25.0
1054,3,Italian,20,Sun,Medium,14,36.4
1003,4,Indian,8,Tue,Medium,27,35.0
1016,8,Chinese,19,Tue,Low,19,37.6
1087,1,Chinese,8,Tue,Medium,13,19.9
1057,7,South Indian,10,Tue,Medium,22,34.7
1075,2,Italian,21,Mon,High,22,43.3
1012,7,South Indian,17,Sun,High,26,52.2
1074,7,Indian,22,Sat,Medium,17,37.3
1096,7,South Indian,15,Sun,Low,13,35.5
1016,7,Italian,18,Thu,High,12,31.2
1072,7,Fast Food,18,Mon,Low,20,23.6
1076,5,Fast Food,21,Wed,Low,21,28.6
1024,1,Indian,15,Wed,Medium,18,26.4
1028,8,Fast Food,20,Sat,High,24,45.6
1008,1,South Indian,10,Thu,Low,22,24.7
1092,8,Indian,14,Thu,Low,14,42.8
1036,4,Italian,19,Thu,Medium,14,27.0
1090,2,Indian,10,Tue,Low,28,34.2
1008,3,Indian,11,Mon,Medium,20,34.3
1058,5,Chinese,16,Wed,Medium,18,33.3
1060,2,Chinese,23,Mon,Medium,12,26.1
1050,5,Indian,20,Mon,Low,27,41.6
1028,8,Fast Food,11,Mon,Low,22,37.4
1092,1,Chinese,10,Thu,High,21,31.6
1041,7,Italian,12,Sat,High,18,42.1
1100,4,South Indian,14,Sat,Low,19,38.8
1064,4,Chinese,12,Thu,Low,22,28.1
1027,6,Indian,11,Wed,Low,29,45.0
1063,3,Fast Food,15,Wed,Medium,29,31.9
1017,4,South Indian,11,Wed,Medium,22,28.4
1073,7,Chinese,9,Sat,Medium,18,33.8
1033,1,Fast Food,17,Sat,Medium,19,24.9
1084,3,Fast Food,20,Mon,Medium,28,34.2
1077,8,Fast Food,21,Thu,High,15,37.8
1092,2,Indian,23,Tue,Low,16,19.7
1029,8,Italian,13,Mon,Low,24,41.8
1013,7,Fast Food,9,Fri,Low,28,33.3
1046,7,South Indian,10,Sat,High,23,47.2
1035,4,Chinese,8,Mon,High,25,32.3
1006,3,South Indian,12,Thu,Medium,23,33.9
1082,1,Indian,16,Fri,Low,29,28.9
1069,8,Indian,9,Sun,Low,11,26.9
1047,6,South Indian,19,Mon,Low,18,28.5
1025,8,Italian,14,Thu,Medium,12,37.2
1066,5,Indian,12,Thu,Low,15,30.4
1010,5,Indian,9,Sat,Low,14,27.6
1056,1,South Indian,15,Tue,Medium,23,29.1
1030,1,Indian,18,Mon,Low,24,29.4
1005,5,Italian,22,Thu,Medium,27,43.2
1033,6,Italian,20,Wed,Low,26,39.8
1065,3,Italian,20,Thu,High,18,43.2
1018,5,Chinese,23,Tue,Medium,28,40.0
1096,1,Italian,13,Thu,High,18,35.6
1049,4,Italian,11,Sat,Medium,25,39.8
1011,2,Chinese,20,Sun,High,15,34.3
1085,6,Fast Food,11,Mon,High,17,34.6
1026,7,Indian,9,Sat,Medium,12,35.5
1063,6,Italian,10,Mon,High,14,28.2
1089,4,Indian,22,Fri,Medium,16,30.5
1086,4,South Indian,14,Mon,Medium,10,31.5
1059,7,Indian,10,Fri,Low,30,45.2
1027,8,Chinese,20,Sat,Medium,13,37.9
1049,1,Indian,12,Wed,Medium,25,31.6
1077,5,Indian,17,Tue,High,23,41.3
1033,8,Indian,13,Wed,Low,10,28.0
1098,3,Fast Food,13,Fri,Medium,13,21.8
1099,6,Fast Food,21,Thu,Low,19,29.2
1001,7,South Indian,11,Thu,Medium,20,37.4
1021,6,Chinese,13,Wed,Low,16,30.2
1055,8,Indian,10,Thu,High,13,44.4
1006,4,Indian,14,Fri,Low,10,21.4
1092,5,Indian,14,Sat,Low,10,29.4
1081,6,Indian,11,Tue,High,26,45.6
1069,3,Fast Food,9,Sun,Medium,19,24.8
1095,4,South Indian,18,Mon,Low,14,19.4
1005,3,Italian,14,Fri,Medium,16,32.0
1003,5,Chinese,10,Sun,Low,17,31.4
1053,6,Indian,22,Fri,High,11,31.4
1023,2,South Indian,8,Mon,Medium,18,20.1
1053,8,Italian,9,Mon,Low,13,32.5
1037,6,South Indian,17,Tue,Medium,21,31.9
1074,8,Fast Food,23,Tue,Low,20,28.7
1074,5,Italian,16,Tue,High,14,33.2
1083,6,South Indian,19,Thu,High,21,44.5
1017,8,Fast Food,22,Fri,High,30,44.2
1085,7,South Indian,15,Sat,Medium,13,34.2
1078,8,South Indian,22,Mon,Medium,22,30.9
1073,6,Italian,22,Fri,Low,10,24.7
1001,1,Fast Food,21,Sun,Medium,27,39.3
1051,6,Indian,13,Fri,Medium,13,37.5
1045,6,Chinese,21,Tue,Medium,13,31.9
1077,8,Italian,13,Tue,High,17,46.8
1004,3,Fast Food,21,Fri,Low,29,32.4
1062,2,South Indian,8,Tue,Low,15,17.8
1065,3,Fast Food,9,Thu,Low,13,15.3
1032,8,Chinese,11,Mon,Low,13,24.1
1034,3,Chinese,10,Sun,Low,20,28.0
1092,4,Indian,21,Fri,Medium,18,34.8
1095,1,Indian,8,Mon,Medium,23,34.3
1072,3,Chinese,23,Thu,Low,13,15.6
1039,7,Italian,15,Sun,High,22,49.5
1026,5,Italian,14,Tue,Low,15,29.8
1034,7,South Indian,11,Wed,Medium,22,37.2
1054,5,Indian,23,Thu,Medium,12,29.0
1003,6,South Indian,19,Wed,Medium,16,33.6
1050,4,Indian,19,Mon,High,10,33.5
1012,1,Chinese,16,Fri,Low,20,25.1
1065,7,Italian,18,Sun,Medium,11,29.3
1054,1,Italian,21,Tue,High,14,31.6
1005,7,Chinese,11,Sun,Medium,23,45.2
1094,6,South Indian,8,Thu,Low,22,33.2
1094,5,South Indian,22,Tue,Medium,25,40.8
1057,2,Fast Food,17,Wed,Medium,24,26.2
1017,4,Indian,22,Wed,High,12,32.2
1047,7,South Indian,8,Sat,Low,15,32.9
1023,7,Chinese,8,Sun,Low,18,28.5
1079,6,South Indian,8,Fri,Medium,12,24.6
1085,4,Italian,11,Wed,Low,22,31.3
1014,5,Indian,8,Fri,Low,22,35.8
1066,5,Fast Food,9,Sat,Low,16,23.7
1075,7,Indian,11,Thu,Low,14,32.8
1051,2,Italian,14,Sat,Low,17,28.0
1038,2,Italian,9,Fri,High,17,26.9
1064,1,Italian,15,Wed,Low,16,21.2
1098,4,Italian,20,Mon,Low,28,40.9
1038,4,Chinese,14,Fri,Low,16,25.7
1050,5,Fast Food,16,Tue,High,13,31.1
1098,1,Italian,21,Mon,High,19,38.0
1082,6,Italian,13,Sun,High,22,52.8
1030,4,South Indian,11,Fri,Low,13,24.0
1079,1,Fast Food,13,Tue,High,28,37.6
1091,1,Indian,22,Sun,Medium,19,34.0
1051,7,Fast Food,11,Sat,Low,16,27.9
1063,5,Fast Food,14,Mon,Medium,14,25.2
1098,1,Fast Food,16,Fri,High,12,17.8
1052,8,Italian,10,Thu,High,11,36.0
1038,2,Italian,10,Sat,High,20,39.9
1097,8,Chinese,9,Tue,High,19,38.3
1088,2,Indian,8,Thu,Low,22,22.4
1079,3,South Indian,21,Wed,Medium,16,27.0
1030,5,Fast Food,8,Sat,Low,19,25.8
1051,7,Indian,20,Sat,High,13,46.7
1081,6,Indian,10,Fri,Low,29,40.4
1005,8,Chinese,21,Fri,High,25,54.7
1029,8,South Indian,14,Tue,Medium,29,56.2
1004,3,Fast Food,22,Sat,Medium,15,17.3
1010,2,South Indian,18,Fri,Low,18,20.2
1056,7,Chinese,16,Wed,Medium,22,45.9
1017,3,Italian,21,Sun,High,16,37.3
1074,5,Indian,9,Sun,Low,27,38.5
1017,7,Fast Food,14,Sun,Medium,23,44.2
1084,5,Italian,8,Fri,Low,14,22.4
1088,1,Chinese,9,Sat,Medium,22,34.0
1069,4,South Indian,23,Sun,Low,17,33.6
1034,1,Indian,13,Mon,Low,24,33.0
1006,5,Fast Food,18,Thu,High,28,49.2
1053,8,Italian,23,Sat,Medium,18,39.0
1066,7,Italian,12,Wed,Low,15,28.1
1077,2,Indian,15,Sat,Medium,23,32.7
1043,6,South Indian,19,Wed,Low,19,32.4
1075,2,Chinese,18,Sat,Low,18,23.9
1023,7,South Indian,9,Sun,Medium,26,45.8
1055,1,South Indian,8,Thu,Low,22,19.1
1080,6,South Indian,23,Thu,Medium,26,38.2
1095,7,Indian,14,Wed,Medium,28,50.1
1075,5,Indian,13,Sat,High,22,52.7
1016,8,Chinese,15,Thu,High,18,41.7
1008,2,South Indian,18,Tue,Low,10,13.0
1004,5,Indian,22,Sat,Medium,10,28.2
1004,6,Chinese,22,Thu,Medium,14,23.6
1056,6,Chinese,20,Mon,Low,17,37.6
1025,2,South Indian,21,Mon,High,27,40.8
1067,5,Fast Food,15,Tue,High,13,28.7
1096,3,South Indian,9,Thu,Medium,10,17.7
1067,5,Fast Food,21,Mon,Medium,24,35.2
1027,6,Chinese,15,Sun,Low,29,45.9
1093,5,Indian,13,Sat,Medium,13,32.4
1032,8,Italian,16,Fri,High,18,39.1
1050,7,Chinese,19,Thu,Medium,29,51.1
1061,1,Indian,23,Tue,Low,19,23.4
1051,8,Chinese,14,Thu,Medium,24,49.9
1019,3,South Indian,9,Wed,Medium,12,22.5
1021,4,Fast Food,23,Wed,Medium,11,17.0
1005,7,Chinese,15,Mon,Medium,14,30.9
1082,1,Indian,16,Wed,Medium,10,17.4
1092,4,South Indian,14,Tue,Medium,20,39.5
1042,2,Italian,11,Mon,High,21,31.7
1061,4,South Indian,16,Tue,Low,12,18.3
1022,7,Fast Food,11,Sat,High,25,46.9
1021,5,South Indian,19,Tue,Medium,23,43.3
1070,7,Italian,11,Wed,Medium,21,36.6
1001,8,Indian,16,Sat,High,29,54.5
1005,4,Chinese,21,Wed,Medium,25,37.5
1012,6,Fast Food,15,Tue,High,30,43.8
1090,1,Italian,11,Wed,Low,17,20.6
1046,1,Fast Food,21,Wed,Low,26,26.4
1034,4,South Indian,15,Wed,Medium,26,38.3
1049,1,Fast Food,22,Thu,High,16,21.6
1078,6,Italian,15,Sat,High,24,49.6
1090,7,Chinese,14,Sat,Medium,18,43.0
1045,1,Chinese,17,Sun,Medium,13,16.7
1027,4,Fast Food,20,Sat,Medium,17,27.8
1073,3,Indian,13,Sun,High,19,46.9
1026,3,Fast Food,15,Tue,Medium,24,25.6
1047,2,South Indian,14,Sun,Medium,27,44.2
1086,8,Chinese,12,Sun,Medium,23,44.8
1056,1,Chinese,19,Fri,Medium,14,21.8
1094,8,Chinese,20,Tue,Medium,18,43.6
1063,7,Indian,20,Sat,High,22,52.2
1048,4,Indian,11,Mon,Medium,28,41.7
1061,1,Italian,21,Wed,High,20,36.2
1081,5,Fast Food,23,Wed,Low,21,16.9
1026,6,Fast Food,19,Fri,Medium,12,28.8
1036,1,South Indian,9,Mon,Medium,11,18.1
1001,1,Chinese,18,Thu,Medium,24,28.3
1008,8,Indian,15,Sun,High,14,44.3
1099,8,South Indian,16,Tue,Low,16,26.8
1052,3,South Indian,11,Thu,Low,13,14.8
1079,6,Indian,11,Mon,Medium,14,31.5
1047,4,Fast Food,12,Fri,Low,25,25.1
1056,1,Chinese,9,Mon,High,24,34.4
1086,3,Fast Food,14,Fri,Low,25,27.6
1014,8,South Indian,22,Thu,Medium,13,26.5
1090,2,Chinese,12,Thu,Low,15,19.2
1028,6,Italian,13,Mon,Medium,27,48.5
1087,3,South Indian,23,Mon,Medium,12,20.5
1078,3,Fast Food,11,Sun,Low,14,16.5
1088,7,Fast Food,15,Wed,Medium,11,20.5
1002,3,Fast Food,15,Fri,Medium,25,26.2
1026,7,Indian,19,Wed,High,15,40.2
1014,1,South Indian,12,Tue,Low,24,23.0
1059,1,Chinese,23,Tue,Medium,27,35.9
1056,8,Fast Food,19,Mon,High,15,39.1
1007,2,Fast Food,13,Thu,High,22,35.7
1003,5,Indian,23,Tue,High,22,38.2
1023,5,Chinese,10,Tue,High,10,28.6
1018,5,South Indian,8,Wed,Medium,25,38.0
1038,8,Italian,16,Wed,Medium,13,37.2
1099,7,Indian,16,Sun,Low,26,43.5
1015,8,South Indian,10,Sun,Medium,27,46.2
1064,6,Italian,11,Tue,High,25,43.5
1089,6,Fast Food,20,Mon,Medium,10,25.0
1028,2,Fast Food,14,Wed,Medium,15,22.0
1074,6,Chinese,9,Tue,Medium,20,38.2
1039,5,Italian,19,Thu,Low,15,32.7
1057,5,Fast Food,10,Wed,High,26,36.0
1017,8,Fast Food,23,Tue,Medium,13,26.3
1086,3,Chinese,13,Sun,Low,23,43.7
1090,6,South Indian,18,Fri,High,23,37.4
1044,8,Fast Food,15,Wed,Medium,29,41.8
1025,1,Indian,22,Fri,High,17,32.1
1017,1,Indian,8,Wed,Medium,11,18.1
1013,3,South Indian,11,Wed,Medium,14,21.4
1084,3,Italian,22,Sun,High,13,30.0
1025,3,Chinese,8,Sat,Medium,19,28.2
1068,8,Indian,9,Sat,Medium,29,51.9
1010,1,Indian,23,Fri,Low,30,36.9
1067,5,South Indian,15,Mon,High,12,25.2
1018,3,Italian,13,Tue,Low,25,37.2
1100,2,Italian,16,Mon,High,19,35.8
1086,7,South Indian,9,Mon,Medium,24,39.5
1034,8,Indian,23,Sat,Medium,13,35.1
1008,3,Chinese,10,Tue,High,10,26.4
1040,7,Indian,16,Sat,Low,24,38.9
1083,4,Italian,16,Sat,Medium,19,35.5
1042,3,Indian,20,Sun,High,29,52.9
1041,1,Chinese,13,Sat,High,27,46.0
1006,6,Fast Food,21,Thu,Medium,25,44.8
1052,3,Indian,22,Mon,Medium,30,44.9
1026,8,South Indian,10,Sun,High,18,47.8
1064,6,Fast Food,12,Sun,High,28,43.3
1098,4,South Indian,22,Mon,High,26,38.1
1059,2,South Indian,9,Sun,Medium,19,30.0
1056,6,South Indian,14,Mon,High,28,52.8
1059,7,Indian,17,Thu,Medium,17,29.7
1070,5,Italian,18,Wed,Low,28,39.0
1033,3,Fast Food,15,Sun,Medium,14,27.5
1053,4,Chinese,13,Fri,Low,11,28.9
1022,4,Italian,15,Fri,Low,24,30.1
1021,6,Indian,9,Thu,Low,26,40.9
1070,2,South Indian,10,Mon,Low,19,18.9
1070,1,Chinese,23,Fri,Medium,30,35.5
1004,3,Fast Food,14,Thu,Low,30,32.9
1094,4,Italian,17,Sat,Low,11,18.7
1075,2,Italian,19,Tue,Low,18,30.2
1062,5,Chinese,8,Fri,Low,11,20.9
1062,4,Indian,14,Tue,Low,27,42.5
1094,2,Fast Food,13,Mon,Medium,21,30.5
1095,8,Chinese,15,Fri,High,24,48.0
1024,1,South Indian,14,Thu,High,30,41.7
1055,1,Fast Food,11,Wed,High,29,35.4
1009,4,Italian,10,Fri,Low,15,22.5
1003,7,Chinese,10,Fri,Low,27,39.0
1031,4,Italian,22,Fri,Low,22,27.4
1040,6,Italian,11,Fri,High,13,29.3
1036,3,Italian,23,Thu,Low,21,25.7
1024,2,Indian,22,Thu,Medium,18,29.2
1095,4,Italian,16,Wed,Low,11,19.0
1006,3,South Indian,16,Thu,Low,25,34.7
1066,6,South Indian,20,Thu,High,10,33.6
1084,8,Fast Food,9,Mon,High,13,32.0
1092,8,Italian,12,Sun,High,24,51.4
1075,3,Italian,23,Mon,Medium,29,36.2
1004,4,Chinese,8,Sun,High,10,29.1
1079,1,Indian,11,Tue,Medium,29,33.6
1006,2,Fast Food,9,Wed,High,24,31.4
1094,2,Italian,15,Sun,Low,12,14.3
1051,8,Chinese,11,Mon,Medium,22,40.2
1062,8,Indian,23,Wed,Medium,27,47.8
1057,1,Fast Food,12,Wed,Medium,22,23.5
1066,7,Fast Food,18,Fri,High,19,31.3
1079,4,Italian,11,Sat,High,29,50.6
1075,8,Fast Food,12,Sat,Medium,16,34.4
1008,8,Chinese,12,Sat,Medium,17,35.5
1026,8,Fast Food,12,Wed,Medium,10,26.4
1051,2,South Indian,18,Fri,High,27,39.2
1045,4,Chinese,10,Tue,Medium,21,32.0
1044,6,Indian,14,Tue,Low,27,46.5
1005,4,Indian,10,Sat,Medium,21,42.1
1070,3,Italian,9,Tue,Low,29,35.0
1026,1,Italian,10,Fri,High,18,28.3
1068,7,South Indian,18,Sat,Medium,11,35.8
1019,8,Indian,10,Sun,Medium,23,45.9
1084,8,Indian,15,Sun,High,13,42.5
1097,4,Indian,11,Fri,Low,24,32.7
1020,7,Indian,10,Tue,Low,26,35.8
1012,8,Fast Food,17,Sat,Medium,28,43.5
1047,7,Chinese,23,Sun,Low,15,33.9
1001,6,Chinese,12,Fri,Medium,18,30.4
1090,5,South Indian,11,Thu,High,26,47.0
1014,1,Fast Food,16,Sun,High,24,35.1
1064,7,Indian,15,Thu,High,14,34.6
1038,2,Indian,18,Fri,High,27,38.0
1037,3,Italian,23,Fri,Medium,13,19.7
1011,2,Italian,14,Mon,Low,30,38.4
1100,8,South Indian,22,Sun,Low,11,24.1
1077,6,Indian,15,Mon,High,28,53.5
1003,6,South Indian,20,Wed,Medium,14,29.2
1033,2,Fast Food,12,Sun,Low,13,11.9
1006,1,Chinese,11,Sat,Medium,14,27.4
1050,2,Indian,14,Wed,Medium,28,41.8
1010,4,Fast Food,8,Wed,Medium,22,29.5
1005,8,Indian,13,Tue,High,25,56.8
1023,8,Italian,22,Thu,Medium,21,36.0
1010,2,South Indian,15,Tue,High,18,32.0
1044,3,Italian,14,Sat,Medium,25,45.2
1002,3,Chinese,9,Fri,Medium,23,34.4
1013,8,Italian,21,Mon,High,10,37.4
1040,5,Indian,20,Sat,High,29,57.9
1002,3,Italian,21,Fri,Low,30,40.9
1084,2,Indian,14,Sat,Low,13,26.9
1065,3,Chinese,20,Fri,Medium,18,30.1
1063,8,Italian,13,Sun,Medium,28,54.8
1073,1,South Indian,20,Mon,Medium,23,35.7
1017,7,South Indian,12,Fri,High,21,35.8
1009,3,South Indian,11,Wed,Low,13,16.3
1075,4,Italian,8,Sat,Medium,16,33.1
1015,1,Italian,20,Mon,Low,26,30.5
1024,5,Italian,9,Fri,High,10,30.2
1038,4,Indian,22,Wed,High,23,42.6
1035,2,Chinese,14,Wed,Medium,24,36.1
1094,7,South Indian,17,Sun,Low,21,36.5
1095,2,Indian,10,Thu,High,21,40.5
1049,7,South Indian,12,Wed,Medium,15,28.6
1069,7,Indian,15,Tue,Medium,22,36.4
1062,2,Italian,20,Mon,High,25,42.3
1060,4,South Indian,20,Mon,High,23,40.2
1050,4,Italian,15,Mon,Medium,16,29.4
1078,7,South Indian,13,Fri,Medium,25,44.2
1075,4,Fast Food,12,Sat,Low,18,25.0
1009,7,Indian,20,Fri,Medium,23,47.5
1034,8,Fast Food,9,Tue,Medium,16,27.3
1076,7,Indian,16,Sat,Medium,21,39.8
1099,8,Chinese,8,Sun,Low,12,25.2
